"Country_class","ISO3","Country","Year","AMR","traj_class","WHO_Region","Income","Strategic_vision","Multi_sector_engagement","Sustainability","Accountability","AMC_surveillance_system","AMR_surveillance_system","Optimization_antimicrobial","Professional_education","Public_awareness","Hygiene_prevention","Research_innovation","Reporting","Policy_adjustment","Effectiveness"
56,296,296,2019,3.176627451,3,"European Region","H",68.98584906,8.037897311,31.98863636,100,86.11584327,48.41827768,42.87598945,83.95721925,31.99052133,54.49695009,78.97033159,59.36794582,76.80451128,34.22632323
56,296,296,2020,3.889168804,3,"European Region","H",68.98584906,8.037897311,62.64204545,100,58.68824532,48.41827768,42.87598945,100,25,61.4487061,78.97033159,59.36794582,50.18796992,42.79508306
56,296,296,2021,4.183294038,3,"European Region","H",68.98584906,8.037897311,62.64204545,100,50.17035775,68.80492091,67.09656992,83.95721925,31.99052133,40.79251386,78.97033159,59.36794582,76.80451128,46.7109986
58,434,434,2017,3.55425764,3,"European Region","H",72.37146226,91.96210269,54.33238636,100,63.71379898,52.43848858,72.62532982,75,40.99526066,32.3590573,100,79.68397291,63.30827068,41.0262872
58,434,434,2018,3.411783414,3,"European Region","H",72.37146226,91.96210269,54.33238636,100,86.11584327,49.73637961,81.00263852,91.97860963,31.99052133,79.72504621,100,79.68397291,63.30827068,45.58805304
58,434,434,2019,4.346611138,3,"European Region","H",72.37146226,91.96210269,84.73011364,100,86.11584327,49.75834798,88.12664908,66.97860963,6.990521327,84.02264325,100,79.68397291,63.30827068,39.78734947
58,434,434,2020,4.593974051,3,"European Region","H",72.37146226,91.96210269,84.73011364,100,86.11584327,49.75834798,88.12664908,91.97860963,6.990521327,78.18853974,100,79.68397291,76.80451128,50.94422967
58,434,434,2021,5.094521005,3,"European Region","H",72.37146226,91.96210269,47.37215909,100,86.11584327,70.16695958,83.39630607,91.97860963,6.990521327,77.41451017,100,79.68397291,76.80451128,61.20455609
59,349,349,2017,2.867759172,3,"Western Pacific Region","UM",37.87853774,83.92420538,99.23295455,0,34.36967632,8.040421793,22.62532982,50,34.47867299,24.27245841,0,29.68397291,0,17.03580105
59,349,349,2018,1.901963147,3,"Western Pacific Region","UM",37.87853774,83.92420538,99.23295455,0,34.36967632,8.040421793,22.62532982,50,34.47867299,29.72532348,0,29.68397291,0,17.60559443
59,349,349,2019,2.335008943,3,"Western Pacific Region","UM",37.87853774,91.96210269,99.74431818,0,34.36967632,8.040421793,31.00263852,50,34.47867299,29.72532348,0,29.68397291,26.61654135,20.63554835
59,349,349,2020,2.469494938,3,"Western Pacific Region","UM",37.87853774,91.96210269,69.09090909,0,0,6.700351494,22.62532982,50,20.97156398,25.42772643,0,29.68397291,0,14.90398153
59,349,349,2021,2.742188304,3,"Western Pacific Region","UM",37.87853774,83.92420538,62.38636364,0,34.36967632,44.6397188,18.99736148,33.02139037,13.98104265,25.42772643,0,29.68397291,0,8.673182759
60,589,589,2017,2.830489462,3,"European Region","H",89.76533019,66.07579462,69.34659091,100,55.19591141,74.20913884,76.36781003,100,45.97156398,70.24029575,100,59.36794582,40.11278195,75.75719113
60,589,589,2018,2.622401685,3,"European Region","H",89.76533019,66.07579462,69.34659091,100,48.25383305,68.82688928,84.74511873,91.97860963,31.99052133,70.24029575,100,79.68397291,40.11278195,69.69728329
60,589,589,2019,3.132715918,3,"European Region","H",89.76533019,66.07579462,69.34659091,100,41.31175468,71.50702988,84.74511873,91.97860963,31.99052133,70.24029575,100,79.68397291,40.11278195,64.07516348
60,589,589,2020,3.11675907,3,"European Region","H",100,66.07579462,99.74431818,100,48.25383305,76.88927944,84.74511873,91.97860963,31.99052133,70.24029575,100,79.68397291,40.11278195,75.75719113
60,589,589,2021,3.575538733,3,"European Region","H",100,66.07579462,99.74431818,100,93.05792164,76.88927944,84.74511873,100,45.97156398,73.74048059,100,79.68397291,76.80451128,87.4842274
61,348,348,2017,2.56145632,3,"Western Pacific Region","LM",0,0,1.704545455,0,0,10.74253076,18.99736148,25,13.98104265,7.139833641,0,0,40.11278195,8.83640553
61,348,348,2018,2.330582621,3,"Western Pacific Region","LM",0,0,1.704545455,0,0,10.74253076,18.99736148,25,13.98104265,7.139833641,0,0,40.11278195,8.83640553
61,348,348,2019,6.180140701,3,"Western Pacific Region","LM",62.12146226,75.88630807,31.98863636,100,0,8.040421793,18.99736148,8.021390374,22.98578199,7.139833641,21.02966841,29.68397291,40.11278195,8.83640553
61,348,348,2020,6.732392952,3,"Western Pacific Region","LM",62.12146226,67.84841076,32.24431818,100,0,5.360281195,5.433245383,33.02139037,13.98104265,8.595194085,21.02966841,29.68397291,40.11278195,0.86656682
61,348,348,2021,6.216993333,3,"Western Pacific Region","LM",62.12146226,67.84841076,32.24431818,100,0,5.360281195,5.433245383,33.02139037,13.98104265,8.595194085,21.02966841,29.68397291,40.11278195,0.86656682
63,299,299,2017,0.449992449,3,"European Region","H",82.9009434,100,69.34659091,75.52664188,55.19591141,43.05799649,72.62532982,83.02139037,36.96682464,46.43909427,100,79.68397291,40.11278195,66.43090758
63,299,299,2018,-0.148244347,3,"European Region","H",82.9009434,100,100,75.52664188,100,40.35588752,73.87862797,83.02139037,47.98578199,46.2655268,100,79.68397291,40.11278195,79.73735919
63,299,299,2019,1.344547928,3,"European Region","H",89.76533019,100,100,75.52664188,100,40.35588752,73.87862797,75,47.98578199,47.03955638,100,79.68397291,40.11278195,79.73735919
63,299,299,2020,3.147855082,3,"European Region","H",100,100,100,75.52664188,100,63.46660808,92.87598945,75,47.98578199,44.38539741,100,79.68397291,40.11278195,84.45584974
63,299,299,2021,3.541189966,3,"European Region","H",100,100,100,75.52664188,77.59795571,86.57732865,83.39630607,75,47.98578199,44.38539741,100,100,100,85.44966311
64,71,71,2017,-0.580518658,3,"European Region","UM",100,41.96210269,53.82102273,100,20.82623509,13.44463972,22.62532982,16.04278075,45.97156398,29.34408503,78.97033159,79.68397291,40.11278195,24.6932388
64,71,71,2018,-0.371819025,3,"European Region","UM",100,50,84.21875,100,13.88415673,16.12478032,22.62532982,32.0855615,45.97156398,33.64168207,78.97033159,79.68397291,40.11278195,24.6932388
64,71,71,2019,1.344033077,3,"European Region","UM",89.76533019,58.03789731,53.82102273,100,0,22.84710018,22.62532982,41.97860963,6.990521327,31.39990758,78.97033159,79.68397291,40.11278195,3.9885537
64,71,71,2020,2.87764573,3,"European Region","UM",89.76533019,58.03789731,84.21875,100,27.42759796,8.040421793,31.00263852,50,20.97156398,15.5961183,78.97033159,79.68397291,40.11278195,15.89621428
64,71,71,2021,4.441691573,3,"European Region","UM",100,58.03789731,84.73011364,100,43.22827939,20.18892794,35.75197889,50,27.96208531,21.26820702,78.97033159,79.68397291,0,17.30174423
69,135,135,2017,1.952952781,3,"African Region","UM",0,8.037897311,32.10227273,0,0,5.360281195,13.12664908,0,0,2.322088725,0,0,0,0
69,135,135,2018,2.951265014,3,"African Region","UM",0,8.037897311,32.10227273,0,0,5.360281195,13.12664908,0,0,2.322088725,0,0,0,0
69,135,135,2019,3.084745727,3,"African Region","UM",0,8.037897311,32.10227273,0,0,5.360281195,13.12664908,0,0,2.322088725,0,0,0,0
69,135,135,2020,4.597045819,3,"African Region","UM",0,8.037897311,32.10227273,0,0,5.360281195,13.12664908,0,0,2.322088725,0,0,0,0
69,135,135,2021,5.064197632,3,"African Region","UM",0,8.037897311,1.704545455,0,72.23168654,33.89718805,13.12664908,8.021390374,15.99526066,6.619685767,0,0,26.61654135,10.61059908
71,375,375,2017,0.45964891,3,"Region of the Americas","UM",10.23466981,8.037897311,1.193181818,0,49.82964225,6.744288225,7.124010554,33.02139037,56.99052133,15.20332717,0,0,0,13.01361438
71,375,375,2018,0.758568858,3,"Region of the Americas","UM",10.23466981,8.037897311,1.193181818,0,6.942078365,9.424428822,14.24802111,33.02139037,20.97156398,15.20332717,0,0,0,13.01361438
71,375,375,2019,1.102803106,3,"Region of the Americas","UM",10.23466981,8.037897311,1.193181818,0,6.942078365,9.424428822,14.24802111,33.02139037,20.97156398,15.20332717,0,0,0,13.01361438
71,375,375,2020,1.099973565,3,"Region of the Americas","UM",10.23466981,8.037897311,1.193181818,0,6.942078365,9.424428822,14.24802111,33.02139037,20.97156398,4.297597043,0,0,0,11.87402761
71,375,375,2021,1.473420913,3,"Region of the Americas","UM",10.23466981,8.037897311,1.193181818,0,6.942078365,9.424428822,14.24802111,33.02139037,20.97156398,4.297597043,0,0,0,11.87402761
72,281,281,2017,1.932935617,3,"Region of the Americas","UM",0,0,0,0,0,8.062390158,18.99736148,16.04278075,13.98104265,27.48354898,0,29.68397291,0,2.279173543
72,281,281,2018,4.655604404,3,"Region of the Americas","UM",0,8.037897311,0.681818182,0,0,8.062390158,18.99736148,16.04278075,13.98104265,5.672088725,0,29.68397291,0,0
72,281,281,2019,5.202794592,3,"Region of the Americas","UM",10.23466981,8.037897311,0.681818182,0,13.88415673,8.062390158,4.749340369,16.04278075,13.98104265,5.672088725,0,29.68397291,0,0
72,281,281,2020,6.40552665,3,"Region of the Americas","UM",10.23466981,8.037897311,0.681818182,0,13.88415673,8.062390158,4.749340369,16.04278075,13.98104265,5.672088725,0,29.68397291,0,0
72,281,281,2021,7.427584768,3,"Region of the Americas","UM",10.23466981,8.037897311,1.193181818,0,13.88415673,10.74253076,4.749340369,33.02139037,13.98104265,5.672088725,0,29.68397291,0,0
73,389,389,2017,3.064501294,3,"Region of the Americas","UM",20.77948113,8.037897311,68.94886364,0,0,5.360281195,27.37467018,50,11.492891,29.72532348,0,0,100,2.279173543
73,389,389,2018,4.314983074,3,"Region of the Americas","UM",10.23466981,8.037897311,31.59090909,0,51.74616695,5.360281195,18.99736148,41.97860963,11.492891,34.02292052,0,0,100,2.279173543
73,389,389,2019,4.715883904,3,"Region of the Americas","UM",10.23466981,8.037897311,32.10227273,0,70.65587734,25.54920914,27.37467018,75,45.97156398,34.79695009,0,0,100,36.18086325
73,389,389,2020,5.561245454,3,"Region of the Americas","UM",10.23466981,8.037897311,32.10227273,0,70.65587734,25.54920914,27.37467018,75,45.97156398,29.34408503,0,0,100,35.61106987
73,389,389,2021,5.819279665,3,"Region of the Americas","UM",10.23466981,0,31.59090909,0,44.80408859,20.14499121,20.25065963,25,25,28.57005545,0,0,0,5.925970019
74,516,516,2017,2.637515484,3,"Region of the Americas","LM",0,8.037897311,1.193181818,0,0,16.16871705,25,33.02139037,40.99526066,9.069131238,0,29.68397291,0,0.569793386
74,516,516,2018,3.0250968,3,"Region of the Americas","LM",0,8.037897311,1.448863636,0,0,10.76449912,32.12401055,33.02139037,34.00473934,34.43530499,0,29.68397291,0,2.768056267
74,516,516,2019,3.739526026,3,"Region of the Americas","LM",0,8.037897311,1.448863636,0,0,10.76449912,32.12401055,33.02139037,34.00473934,12.62384473,0,29.68397291,0,0.488882725
74,516,516,2020,4.384954292,3,"Region of the Americas","LM",0,32.15158924,1.448863636,0,0,8.040421793,40.50131926,41.04278075,0,10.74371534,0,29.68397291,0,13.88632873
74,516,516,2021,5.127743868,3,"Region of the Americas","LM",10.23466981,8.037897311,1.448863636,0,49.82964225,36.29173989,28.62796834,25,15.99526066,10.74371534,0,0,26.61654135,12.20046083
75,151,151,2017,0.023255037,3,"European Region","H",100,66.07579462,69.09090909,100,86.11584327,51.09841828,45.25065963,8.021390374,20.97156398,35.18974122,100,59.36794582,53.60902256,34.96013588
75,151,151,2018,0.283995208,3,"European Region","H",100,50,69.09090909,100,86.11584327,51.09841828,52.37467018,24.06417112,20.97156398,30.89214418,100,79.68397291,53.60902256,34.96013588
75,151,151,2019,0.53051917,3,"European Region","H",100,66.07579462,69.09090909,100,93.05792164,51.09841828,45.25065963,50,13.98104265,39.48733826,100,79.68397291,53.60902256,23.85030485
75,151,151,2020,1.338573502,3,"European Region","H",89.76533019,58.03789731,69.09090909,100,93.05792164,53.77855888,52.37467018,50,13.98104265,39.48733826,100,79.68397291,53.60902256,23.85030485
75,151,151,2021,1.938252743,3,"European Region","H",100,41.96210269,69.09090909,100,20.82623509,22.82513181,14.24802111,16.04278075,20.97156398,36.39121996,100,79.68397291,53.60902256,26.52695616
81,117,117,2017,3.124856313,3,"Eastern Mediterranean Region","LM",72.37146226,66.07579462,84.73011364,100,70.65587734,37.60984183,35.75197889,50,50,79.29759704,42.05933682,50,53.60902256,23.57521952
81,117,117,2018,2.748111434,3,"Eastern Mediterranean Region","LM",72.37146226,74.11369193,84.73011364,100,77.59795571,40.28998243,42.87598945,58.02139037,50,79.29759704,42.05933682,79.68397291,53.60902256,20.5452656
81,117,117,2019,4.558152016,3,"Eastern Mediterranean Region","LM",72.37146226,74.11369193,84.21875,100,55.19591141,25.54920914,42.87598945,24.06417112,13.98104265,48.24103512,42.05933682,79.68397291,53.60902256,29.91185498
81,117,117,2020,5.870299818,3,"Eastern Mediterranean Region","LM",72.37146226,66.07579462,84.21875,100,55.19591141,36.31370826,34.49868074,91.97860963,22.98578199,50.56312384,42.05933682,100,53.60902256,35.97176282
81,117,117,2021,7.76799715,3,"Eastern Mediterranean Region","LM",72.37146226,58.03789731,46.86079545,100,100,21.52899824,28.62796834,50,34.47867299,32.34750462,42.05933682,100,40.11278195,37.32980292
82,580,580,2017,1.040115629,3,"Eastern Mediterranean Region","UM",10.23466981,32.15158924,1.193181818,0,0,9.380492091,32.12401055,0,20.97156398,16.37014787,0,20.31602709,0,14.70957833
82,580,580,2018,1.738605222,3,"Eastern Mediterranean Region","UM",62.12146226,91.96210269,31.98863636,100,27.42759796,14.78471002,39.24802111,25,47.98578199,13.36672828,42.05933682,50,0,19.25450921
82,580,580,2019,3.929822515,3,"Eastern Mediterranean Region","UM",72.66627358,100,69.34659091,100,72.23168654,24.18717047,39.24802111,41.97860963,47.98578199,14.14075786,42.05933682,70.31602709,0,23.47109907
82,580,580,2020,4.672156279,3,"Eastern Mediterranean Region","UM",72.66627358,100,99.74431818,100,51.74616695,30.90949033,41.62269129,41.97860963,13.98104265,17.74463956,42.05933682,70.31602709,26.61654135,8.671027243
82,580,580,2021,7.067263552,3,"Eastern Mediterranean Region","UM",72.66627358,100,62.64204545,100,34.36967632,33.58963093,45.93456464,50,45.97156398,28.99399261,42.05933682,100,26.61654135,29.12017879
83,347,347,2017,0.7443891,3,"European Region","H",65.21226415,66.07579462,69.09090909,24.47335812,34.36967632,41.67398946,33.24538259,41.04278075,20.97156398,12.21146026,78.97033159,59.36794582,53.60902256,27.76113671
83,347,347,2018,1.892137736,3,"European Region","H",65.21226415,66.07579462,69.34659091,24.47335812,100,49.75834798,57.12401055,33.02139037,20.97156398,23.11719039,78.97033159,59.36794582,53.60902256,33.68950997
83,347,347,2019,1.295559891,3,"European Region","H",65.21226415,66.07579462,69.09090909,24.47335812,100,49.75834798,59.84063325,33.02139037,34.47867299,28.57005545,78.97033159,59.36794582,53.60902256,47.31739475
83,347,347,2020,2.276727527,3,"European Region","H",65.21226415,66.07579462,69.34659091,24.47335812,100,52.43848858,59.84063325,33.02139037,34.47867299,28.57005545,78.97033159,59.36794582,53.60902256,53.12384636
83,347,347,2021,2.168943403,3,"European Region","H",34.19811321,58.03789731,31.73295455,24.47335812,100,52.43848858,40.50131926,33.02139037,34.47867299,28.57005545,78.97033159,59.36794582,53.60902256,41.58073192
89,506,506,2017,1.570643925,3,"European Region","UM",0,0,31.84659091,0,27.42759796,21.48506151,27.37467018,50,40.99526066,63.8857671,0,0,26.61654135,18.79713949
89,506,506,2018,2.711942632,3,"European Region","UM",10.23466981,24.11369193,1.448863636,0,27.42759796,21.48506151,27.37467018,50,61.492891,63.8857671,0,29.68397291,26.61654135,30.34475854
89,506,506,2019,3.347944899,3,"European Region","UM",10.23466981,16.07579462,1.193181818,0,48.25383305,25.52724077,27.37467018,50,22.98578199,51.69824399,0,29.68397291,26.61654135,12.0354329
89,506,506,2020,4.875483977,3,"European Region","UM",20.77948113,24.11369193,68.94886364,0,20.82623509,30.9314587,41.62269129,50,13.98104265,50.54297597,0,29.68397291,26.61654135,15.68222938
89,506,506,2021,6.379736234,3,"European Region","UM",20.77948113,16.07579462,31.59090909,0,13.88415673,24.16520211,27.37467018,8.021390374,22.98578199,34.02292052,0,29.68397291,26.61654135,16.51880488
90,221,221,2017,-0.991681585,3,"African Region","LM",89.76533019,66.07579462,54.07670455,100,27.42759796,30.90949033,45.25065963,50,50,38.574122,100,79.68397291,26.61654135,14.37788018
90,221,221,2018,-0.305433753,3,"African Region","LM",100,82.15158924,54.07670455,100,27.42759796,30.90949033,45.25065963,50,31.99052133,49.65018484,100,79.68397291,26.61654135,20.27980007
90,221,221,2019,-0.026089101,3,"African Region","LM",89.76533019,66.07579462,53.82102273,100,34.36967632,36.29173989,45.25065963,66.97860963,47.98578199,49.65018484,100,100,26.61654135,37.77787995
90,221,221,2020,0.754309512,3,"African Region","LM",100,66.07579462,84.21875,100,48.25383305,40.33391916,35.75197889,75,47.98578199,26.33983364,100,70.31602709,0,53.49820386
90,221,221,2021,1.223249994,3,"African Region","LM",100,82.15158924,84.73011364,100,48.25383305,44.35413005,59.5176781,66.97860963,47.98578199,42.69842884,100,100,40.11278195,49.49824838
92,471,471,2017,0.611847008,3,"Western Pacific Region","LM",65.80188679,50,100,100,0,22.82513181,9.498680739,0,31.99052133,14.82208872,42.05933682,50,26.9924812,0.569793386
92,471,471,2018,1.138415854,3,"Western Pacific Region","LM",45.02240566,50,61.875,100,27.42759796,33.63356766,17.87598945,41.97860963,13.98104265,12.21146026,42.05933682,50,26.9924812,0
92,471,471,2019,1.67484827,3,"Western Pacific Region","LM",89.76533019,83.92420538,100,100,49.82964225,32.29349736,40.50131926,58.95721925,22.98578199,18.4383549,42.05933682,79.68397291,26.9924812,6.62970122
92,471,471,2020,2.355700276,3,"Western Pacific Region","LM",79.22051887,75.88630807,32.24431818,100,0,24.18717047,27.37467018,50,13.98104265,17.66432532,42.05933682,79.68397291,0,8.553664353
92,471,471,2021,2.789413132,3,"Western Pacific Region","LM",89.76533019,75.88630807,62.38636364,100,49.82964225,26.88927944,40.50131926,50,15.99526066,18.4383549,42.05933682,79.68397291,26.61654135,12.77025422
94,33,33,2017,1.083573947,3,"Western Pacific Region","H",100,83.92420538,84.73011364,100,100,41.69595782,47.62532982,58.02139037,47.98578199,65.62190388,100,79.68397291,100,53.08215305
94,33,33,2018,2.042373451,3,"Western Pacific Region","H",100,91.96210269,83.28125,100,100,41.67398946,56.00263852,66.04278075,81.99052133,69.91950092,100,79.68397291,100,57.62708393
94,33,33,2019,2.748755155,3,"Western Pacific Region","H",100,100,84.73011364,100,100,41.67398946,64.1525066,66.04278075,81.99052133,69.14547135,100,79.68397291,100,68.34874178
94,33,33,2020,3.551701379,3,"Western Pacific Region","H",100,100,84.73011364,100,100,44.35413005,53.0585752,50,61.492891,62.19371534,100,79.68397291,100,59.52652572
94,33,33,2021,4.489224333,3,"Western Pacific Region","H",100,100,100,100,100,94.6397188,50.34195251,50,47.98578199,56.01598891,100,79.68397291,76.80451128,61.865628
95,294,294,2017,0.884027791,3,"Eastern Mediterranean Region","H",0,16.07579462,1.193181818,0,13.88415673,10.72056239,22.62532982,91.97860963,56.99052133,39.00184843,0,0,26.61654135,32.83791698
95,294,294,2018,0.186022985,3,"Eastern Mediterranean Region","H",0,16.07579462,1.193181818,0,13.88415673,10.72056239,22.62532982,91.97860963,56.99052133,39.00184843,0,0,26.61654135,32.83791698
95,294,294,2019,0.66987428,3,"Eastern Mediterranean Region","H",0,16.07579462,0.681818182,0,13.88415673,5.360281195,22.62532982,91.97860963,63.98104265,39.00184843,0,0,26.61654135,32.83791698
95,294,294,2020,1.152338885,3,"Eastern Mediterranean Region","H",0,16.07579462,0.681818182,0,13.88415673,2.680140598,22.62532982,91.97860963,63.98104265,39.00184843,0,20.31602709,26.61654135,32.83791698
95,294,294,2021,1.384016039,3,"Eastern Mediterranean Region","H",0,16.07579462,1.193181818,0,0,2.680140598,22.62532982,91.97860963,47.98578199,40.54990758,0,70.31602709,26.61654135,32.83791698
97,123,123,2017,-0.213218107,3,"Eastern Mediterranean Region","LM",10.23466981,16.07579462,31.59090909,0,6.942078365,17.42091388,16.62269129,25,22.98578199,7.139833641,0,50,53.60902256,3.029953917
97,123,123,2018,0.537440696,3,"Eastern Mediterranean Region","LM",10.23466981,16.07579462,1.193181818,0,34.36967632,25.54920914,25,41.97860963,22.98578199,9.969685767,0,50,53.60902256,4.216589862
97,123,123,2019,0.994089508,3,"Eastern Mediterranean Region","LM",72.66627358,50,69.09090909,100,34.36967632,25.54920914,25,50,22.98578199,9.969685767,0,79.68397291,53.60902256,4.216589862
97,123,123,2020,1.27415895,3,"Eastern Mediterranean Region","LM",62.12146226,50,31.73295455,100,6.942078365,28.2513181,31.80105541,50,22.98578199,42.67264325,0,79.68397291,53.60902256,7.22153344
97,123,123,2021,1.709639832,3,"Eastern Mediterranean Region","LM",62.12146226,41.96210269,31.73295455,100,6.942078365,29.56942004,29.42638522,33.02139037,22.98578199,7.913863216,0,79.68397291,53.60902256,8.406152074
99,49,49,2017,1.985955688,3,"Eastern Mediterranean Region","UM",0,0,0.681818182,0,0,9.380492091,7.124010554,8.021390374,6.990521327,21.81146026,0,0,0,2.279173543
99,49,49,2018,1.539012228,3,"Eastern Mediterranean Region","UM",20.77948113,8.037897311,38.80681818,0,56.77172061,12.10456942,7.124010554,8.021390374,13.98104265,11.24935305,0,20.31602709,0,0.488882725
99,49,49,2019,2.862520509,3,"Eastern Mediterranean Region","UM",89.76533019,75.88630807,68.83522727,100,0,8.040421793,13.12664908,50,13.98104265,14.09158965,0,50,0,0.488882725
99,49,49,2020,4.381540959,3,"Eastern Mediterranean Region","UM",89.76533019,51.77261614,68.83522727,100,0,6.700351494,13.12664908,16.04278075,13.98104265,0,0,79.68397291,0,0
99,49,49,2021,5.612103729,3,"Eastern Mediterranean Region","UM",100,51.77261614,99.23295455,100,0,9.380492091,13.12664908,8.021390374,13.98104265,0,0,79.68397291,0,0
102,419,419,2017,1.607223982,3,"African Region","LM",0,8.037897311,32.10227273,0,20.82623509,13.44463972,20.25065963,16.04278075,6.990521327,11.29852126,0,0,0,11.99836481
102,419,419,2018,2.018925829,3,"African Region","LM",0,8.037897311,0.9375,0,27.42759796,0,18.99736148,16.04278075,13.98104265,11.29852126,0,0,0,6.376244999
102,419,419,2019,2.402651285,3,"African Region","LM",0,8.037897311,0.9375,0,27.42759796,0,18.99736148,16.04278075,13.98104265,11.29852126,0,0,0,6.376244999
102,419,419,2020,3.904240102,3,"African Region","LM",10.23466981,8.037897311,32.10227273,0,0,5.360281195,15.27387863,33.02139037,25,14.14075786,0,40.63205418,0,2.302927026
102,419,419,2021,4.771095418,3,"African Region","LM",10.23466981,8.037897311,31.84659091,0,49.82964225,6.700351494,0,41.97860963,22.98578199,12.07255083,0,40.63205418,0,4.786383247
104,555,555,2017,3.367883328,3,"European Region","H",31.01415094,8.037897311,38.80681818,0,34.36967632,30.88752197,42.87598945,33.02139037,20.97156398,16.35859519,0,50,0,26.30086477
104,555,555,2018,2.992144301,3,"European Region","H",100,100,69.34659091,51.05328377,86.11584327,44.39806678,42.87598945,33.02139037,20.97156398,23.32486137,42.05933682,79.68397291,0,30.51745463
104,555,555,2019,3.960451955,3,"European Region","H",100,100,69.34659091,51.05328377,86.11584327,38.99384886,42.87598945,33.02139037,20.97156398,23.32486137,42.05933682,79.68397291,0,34.73404449
104,555,555,2020,3.304293739,3,"European Region","H",100,100,69.34659091,51.05328377,86.11584327,38.99384886,42.87598945,33.02139037,20.97156398,23.32486137,42.05933682,79.68397291,0,34.73404449
104,555,555,2021,3.852705573,3,"European Region","H",89.76533019,100,62.13068182,51.05328377,34.36967632,25.61511424,16.75461741,25,20.97156398,21.43022181,42.05933682,79.68397291,0,21.39063976
105,245,245,2017,2.004793126,3,"European Region","H",20.77948113,8.037897311,68.94886364,0,79.17376491,45.73813708,57.25593668,50,13.98104265,35.79020333,57.94066318,50,53.60902256,28.07313819
