"id","ISO3","Country","Year","Value","traj_class"
1,116,116,1,-1.194635997,2
1,116,116,2,-0.315425828,2
1,116,116,3,0.939082121,2
1,116,116,4,1.406527321,2
1,116,116,5,2.8252865,2
1,116,116,6,4.208427349,2
1,116,116,7,4.589179018,2
2,423,423,1,-1.532922803,1
2,423,423,2,-2.819004401,1
2,423,423,3,-3.954220349,1
2,423,423,4,-5.239282607,1
2,423,423,5,-5.509118905,1
2,423,423,6,-5.130984503,1
2,423,423,7,-4.679959852,1
3,417,417,1,3.376688605,3
3,417,417,2,5.810893316,3
3,417,417,3,5.393939578,3
3,417,417,4,6.85837644,3
3,417,417,5,7.159613541,3
3,417,417,6,8.761774103,3
3,417,417,7,9.934485615,3
4,408,408,1,-0.190517122,3
4,408,408,2,1.965885079,3
4,408,408,3,4.66826918,3
4,408,408,4,6.066823381,3
4,408,408,5,6.745266982,3
4,408,408,6,7.568780933,3
4,408,408,7,7.839585614,3
5,91,91,1,1.77594758,2
5,91,91,2,3.452183327,2
5,91,91,3,4.321609545,2
5,91,91,4,5.122151662,2
5,91,91,5,6.22823457,2
5,91,91,6,6.571005028,2
5,91,91,7,6.427558615,2
6,191,191,1,0.810390132,2
6,191,191,2,1.412227617,2
6,191,191,3,2.111610053,2
6,191,191,4,3.813466258,2
6,191,191,5,4.572333053,2
6,191,191,6,5.152394739,2
6,191,191,7,6.166278514,2
7,522,522,1,4.037501389,3
7,522,522,2,1.968253199,3
7,522,522,3,2.029469488,3
7,522,522,4,8.696447067,3
7,522,522,5,10.55596812,3
7,522,522,6,11.73778553,3
7,522,522,7,12.99393072,3
8,267,267,1,-2.48857918,1
8,267,267,2,-4.147665145,1
8,267,267,3,-4.004743509,1
8,267,267,4,-2.357937574,1
8,267,267,5,-1.892665639,1
8,267,267,6,-0.411540593,1
8,267,267,7,-0.218311638,1
9,535,535,1,2.598558658,3
9,535,535,2,3.529474802,3
9,535,535,3,4.579980687,3
9,535,535,4,6.047387812,3
9,535,535,5,6.725579336,3
9,535,535,6,7.144428501,3
9,535,535,7,7.791375115,3
10,592,592,1,-0.700709747,2
10,592,592,2,0.085348144,2
10,592,592,3,1.086413574,2
10,592,592,4,1.335098804,2
10,592,592,5,2.510987544,2
10,592,592,6,4.085150224,2
10,592,592,7,4.831876195,2
11,21,21,1,2.181798421,2
11,21,21,2,1.304081069,2
11,21,21,3,1.680547708,2
11,21,21,4,0.981576257,2
11,21,21,5,1.644666365,2
11,21,21,6,2.315840124,2
11,21,21,7,2.981531773,2
12,70,70,1,0.165052728,2
12,70,70,2,-0.206989675,2
12,70,70,3,0.502005783,2
12,70,70,4,3.16393818,2
12,70,70,5,3.191167507,2
12,70,70,6,3.199000945,2
12,70,70,7,3.300072622,2
13,317,317,1,0.552436852,2
13,317,317,2,1.655096973,2
13,317,317,3,1.928762824,2
13,317,317,4,2.514651825,2
13,317,317,5,4.175544346,2
13,317,317,6,4.294886387,2
13,317,317,7,4.839507989,2
14,9,9,1,-2.289957459,1
14,9,9,2,-4.524860701,1
14,9,9,3,-4.869367183,1
14,9,9,4,-5.535953765,1
14,9,9,5,-6.126475737,1
14,9,9,6,-6.559416029,1
14,9,9,7,-6.611950161,1
15,220,220,1,-2.70747216,1
15,220,220,2,-2.62738728,1
15,220,220,3,-4.420679039,1
15,220,220,4,-4.637665258,1
15,220,220,5,-4.446146648,1
15,220,220,6,-4.617511087,1
15,220,220,7,-5.066532457,1
16,52,52,1,-2.217891792,1
16,52,52,2,-2.00702203,1
16,52,52,3,-2.063402578,1
16,52,52,4,-0.867112446,1
16,52,52,5,0.311162285,1
16,52,52,6,-0.121623493,1
16,52,52,7,1.088984379,1
17,275,275,1,-2.275877965,1
17,275,275,2,-2.327047946,1
17,275,275,3,-2.089123876,1
17,275,275,4,-1.888719227,1
17,275,275,5,-0.828962098,1
17,275,275,6,-0.000889388,1
17,275,275,7,0.387001101,1
18,529,529,1,-0.311811513,2
18,529,529,2,0.540833938,2
18,529,529,3,1.201083719,2
18,529,529,4,1.33965478,2
18,529,529,5,2.126882981,2
18,529,529,6,2.892471572,2
18,529,529,7,3.849374053,2
19,118,118,1,-1.522722177,1
19,118,118,2,-1.367544875,1
19,118,118,3,-3.267998064,1
19,118,118,4,-4.697575403,1
19,118,118,5,-3.703779591,1
19,118,118,6,-4.03342131,1
19,118,118,7,-3.821381439,1
20,450,450,1,0.518149955,3
20,450,450,2,6.287014866,3
20,450,450,3,8.513936367,3
20,450,450,4,12.62334144,3
20,450,450,5,14.74874771,3
20,450,450,6,17.01674506,3
20,450,450,7,18.36000844,3
21,392,392,1,-2.503744611,2
21,392,392,2,-1.125018752,2
21,392,392,3,-0.788126282,2
21,392,392,4,-0.628856383,2
21,392,392,5,0.337038746,2
21,392,392,6,0.814629336,2
21,392,392,7,1.248075815,2
22,230,230,1,2.349934182,2
22,230,230,2,2.942584335,2
22,230,230,3,1.192465537,2
22,230,230,4,0.66718934,2
22,230,230,5,1.155781593,2
22,230,230,6,1.266298665,2
22,230,230,7,1.613367008,2
23,112,112,1,-0.533599986,1
23,112,112,2,-1.686891648,1
23,112,112,3,-0.855051569,1
23,112,112,4,-0.189001401,1
23,112,112,5,-0.437842202,1
23,112,112,6,0.210495166,1
23,112,112,7,0.051444184,1
24,109,109,1,0.833686625,2
24,109,109,2,1.634790352,2
24,109,109,3,3.018664669,2
24,109,109,4,4.824686866,2
24,109,109,5,5.259540473,2
24,109,109,6,5.79374368,2
24,109,109,7,7.200842107,2
25,492,492,1,0.734881239,2
25,492,492,2,2.220894726,2
25,492,492,3,2.637937964,2
25,492,492,4,3.801948321,2
25,492,492,5,4.500608198,2
25,492,492,6,5.358650966,2
25,492,492,7,6.844802693,2
26,306,306,1,2.171526214,2
26,306,306,2,1.382332445,2
26,306,306,3,2.128082546,2
26,306,306,4,2.727645097,2
26,306,306,5,2.104227107,2
26,306,306,6,1.981060478,2
26,306,306,7,1.592788379,2
27,363,363,1,-1.701442566,1
27,363,363,2,-1.595795659,1
27,363,363,3,-1.601288591,1
27,363,363,4,-1.175612223,1
27,363,363,5,-2.902669496,1
27,363,363,6,-1.849894298,1
27,363,363,7,0.057595329,1
28,371,371,1,-0.198895438,2
28,371,371,2,0.327850733,2
28,371,371,3,2.529158105,2
28,371,371,4,2.470001386,2
28,371,371,5,1.845868687,2
28,371,371,6,2.428369699,2
28,371,371,7,2.87870277,2
29,368,368,1,-3.512539641,1
29,368,368,2,-3.746713025,1
29,368,368,3,-3.348396739,1
29,368,368,4,-2.364748313,1
29,368,368,5,-2.426665807,1
29,368,368,6,-1.288664461,1
29,368,368,7,-0.772945425,1
30,341,341,1,-1.086885779,2
30,341,341,2,-1.336620728,2
30,341,341,3,-0.193167668,2
30,341,341,4,0.622118972,2
30,341,341,5,1.441863142,2
30,341,341,6,1.683854112,2
30,341,341,7,2.156355402,2
31,22,22,1,-0.981563333,1
31,22,22,2,-0.343048368,1
31,22,22,3,-0.572217482,1
31,22,22,4,-2.134894537,1
31,22,22,5,-1.960265972,1
31,22,22,6,-2.063998037,1
31,22,22,7,-1.743887421,1
32,391,391,1,3.618545998,3
32,391,391,2,4.172232983,3
32,391,391,3,10.82147756,3
32,391,391,4,8.477858152,3
32,391,391,5,12.30758228,3
32,391,391,6,13.05455597,3
32,391,391,7,13.29222047,3
33,510,510,1,7.263214441,3
33,510,510,2,9.721097693,3
33,510,510,3,12.51647266,3
33,510,510,4,15.07769005,3
33,510,510,5,19.43537865,3
33,510,510,6,24.16242802,3
33,510,510,7,26.34422865,3
34,536,536,1,-3.674795751,1
34,536,536,2,-3.427632252,1
34,536,536,3,-4.284278902,1
34,536,536,4,-4.994019553,1
34,536,536,5,-5.310486393,1
34,536,536,6,-4.775425484,1
34,536,536,7,-4.594326074,1
35,326,326,1,-1.686809,1
35,326,326,2,-2.440619005,1
35,326,326,3,-2.472605729,1
35,326,326,4,-2.081055154,1
35,326,326,5,-1.633603599,1
35,326,326,6,-1.347624653,1
35,326,326,7,-1.502693248,1
36,113,113,1,-3.556475237,1
36,113,113,2,-4.443432539,1
36,113,113,3,-5.012442441,1
36,113,113,4,-5.429673753,1
36,113,113,5,-6.009464835,1
36,113,113,6,-5.683715108,1
36,113,113,7,-6.65007804,1
37,239,239,1,-1.684041436,1
37,239,239,2,-2.521439593,1
37,239,239,3,-2.469875389,1
37,239,239,4,-2.706034236,1
37,239,239,5,-2.710285983,1
37,239,239,6,-1.139308629,1
37,239,239,7,-0.330656436,1
38,264,264,1,2.22729822,2
38,264,264,2,2.623253944,2
38,264,264,3,3.079332159,2
38,264,264,4,3.499905583,2
38,264,264,5,4.103396557,2
38,264,264,6,4.514463732,2
38,264,264,7,4.798058356,2
39,566,566,1,2.970432265,3
39,566,566,2,5.630890937,3
39,566,566,3,8.212366909,3
39,566,566,4,13.0879683,3
39,566,566,5,13.53246804,3
39,566,566,6,13.4295272,3
39,566,566,7,12.4284287,3
40,68,68,1,2.519227024,2
40,68,68,2,1.810964081,2
40,68,68,3,3.409077157,2
40,68,68,4,3.956774933,2
40,68,68,5,3.492372179,2
40,68,68,6,3.679515425,2
40,68,68,7,4.847713601,2
41,96,96,1,-1.011323717,1
41,96,96,2,-1.641374878,1
41,96,96,3,-1.782785029,1
41,96,96,4,-1.0790866,1
41,96,96,5,-1.195562811,1
41,96,96,6,-1.218903541,1
41,96,96,7,-0.824806182,1
42,286,286,1,-0.696371252,1
42,286,286,2,-0.761938639,1
42,286,286,3,-1.185728856,1
42,286,286,4,-1.616380933,1
42,286,286,5,-3.30404908,1
42,286,286,6,-2.799173127,1
42,286,286,7,-3.862522214,1
43,184,184,1,1.108997687,2
43,184,184,2,2.469464288,2
43,184,184,3,3.300471688,2
43,184,184,4,3.135386898,2
43,184,184,5,3.910080678,2
43,184,184,6,4.997868788,2
43,184,184,7,5.584402639,2
44,396,396,1,3.057507792,2
44,396,396,2,1.462026045,2
44,396,396,3,1.971594808,2
44,396,396,4,1.851881381,2
44,396,396,5,2.845477795,2
44,396,396,6,3.656651488,2
44,396,396,7,3.910195641,2
45,406,406,1,3.864165388,3
45,406,406,2,5.208783682,3
45,406,406,3,5.393261865,3
45,406,406,4,4.886396119,3
45,406,406,5,5.582316282,3
45,406,406,6,6.554927846,3
45,406,406,7,6.992134099,3
46,17,17,1,1.964365689,3
46,17,17,2,4.146691201,3
46,17,17,3,5.614712553,3
46,17,17,4,5.913622095,3
46,17,17,5,6.576937896,3
46,17,17,6,7.137896368,3
46,17,17,7,8.07851911,3
47,226,226,1,-2.885465797,1
47,226,226,2,-4.276913903,1
47,226,226,3,-3.745205708,1
47,226,226,4,-3.850556073,1
47,226,226,5,-4.412275409,1
47,226,226,6,-4.005298534,1
47,226,226,7,-3.91437522,1
48,122,122,1,-0.555532158,2
48,122,122,2,-0.036131019,2
48,122,122,3,0.702760601,2
48,122,122,4,0.892977621,2
48,122,122,5,1.38649047,2
48,122,122,6,2.77406289,2
48,122,122,7,2.934663249,2
49,531,531,1,0.247818046,2
49,531,531,2,-0.126921725,2
49,531,531,3,-0.072645525,2
49,531,531,4,0.199379914,2
49,531,531,5,-0.206609056,2
49,531,531,6,0.290118203,2
49,531,531,7,0.900591132,2
50,205,205,1,-3.634194347,2
50,205,205,2,-3.647609445,2
50,205,205,3,-0.721216612,2
50,205,205,4,1.3252398,2
50,205,205,5,4.079935083,2
50,205,205,6,5.302060515,2
50,205,205,7,5.904361908,2
51,518,518,1,1.333299459,2
51,518,518,2,1.652286633,2
51,518,518,3,1.687038647,2
51,518,518,4,2.427518111,2
51,518,518,5,2.710188876,2
51,518,518,6,3.22272733,2
51,518,518,7,3.782548174,2
52,27,27,1,-1.65268939,3
52,27,27,2,-0.131002465,3
52,27,27,3,2.62888161,3
52,27,27,4,5.704145315,3
52,27,27,5,7.98434238,3
52,27,27,6,9.593050315,3
52,27,27,7,10.98414586,3
53,163,163,1,-0.757878008,2
53,163,163,2,-1.590981989,2
53,163,163,3,-0.930977871,2
53,163,163,4,-1.006294063,2
53,163,163,5,0.050427496,2
53,163,163,6,1.013200024,2
53,163,163,7,2.513505982,2
54,305,305,1,-1.674898056,1
54,305,305,2,-1.060270881,1
54,305,305,3,-1.105372705,1
54,305,305,4,-0.71073624,1
54,305,305,5,-2.848980474,1
54,305,305,6,-2.587828499,1
54,305,305,7,-3.919595814,1
55,385,385,1,5.107854831,3
55,385,385,2,6.506979163,3
55,385,385,3,7.612051635,3
55,385,385,4,10.4422097,3
55,385,385,5,12.94851282,3
55,385,385,6,13.9444378,3
55,385,385,7,15.13649887,3
56,382,382,1,0.215156616,2
56,382,382,2,1.239959899,2
56,382,382,3,2.196036633,2
56,382,382,4,2.413392617,2
56,382,382,5,3.176627451,2
56,382,382,6,3.889168804,2
56,382,382,7,4.183294038,2
57,591,591,1,0.531054472,1
57,591,591,2,-0.133464738,1
57,591,591,3,0.026373013,1
57,591,591,4,-1.267045407,1
57,591,591,5,-2.184046126,1
57,591,591,6,-2.527049666,1
57,591,591,7,-1.727309086,1
58,182,182,1,2.068761033,2
58,182,182,2,3.069710517,2
58,182,182,3,3.55425764,2
58,182,182,4,3.411783414,2
58,182,182,5,4.346611138,2
58,182,182,6,4.593974051,2
58,182,182,7,5.094521005,2
59,61,61,1,0.983726251,2
59,61,61,2,1.929173986,2
59,61,61,3,2.867759172,2
59,61,61,4,1.901963147,2
59,61,61,5,2.335008943,2
59,61,61,6,2.469494938,2
59,61,61,7,2.742188304,2
60,334,334,1,1.081483147,2
60,334,334,2,2.24155786,2
60,334,334,3,2.830489462,2
60,334,334,4,2.622401685,2
60,334,334,5,3.132715918,2
60,334,334,6,3.11675907,2
60,334,334,7,3.575538733,2
61,564,564,1,1.046639549,2
61,564,564,2,1.765794839,2
61,564,564,3,2.56145632,2
61,564,564,4,2.330582621,2
61,564,564,5,6.180140701,2
61,564,564,6,6.732392952,2
61,564,564,7,6.216993333,2
62,90,90,1,-3.78407661,1
62,90,90,2,-3.854402034,1
62,90,90,3,-4.133581879,1
62,90,90,4,-4.477230793,1
62,90,90,5,-4.819127588,1
62,90,90,6,-5.434945893,1
62,90,90,7,-5.573886847,1
63,330,330,1,1.42992658,2
63,330,330,2,1.680437835,2
63,330,330,3,0.449992449,2
63,330,330,4,-0.148244347,2
63,330,330,5,1.344547928,2
63,330,330,6,3.147855082,2
63,330,330,7,3.541189966,2
64,562,562,1,-2.698436173,2
64,562,562,2,-1.267781891,2
64,562,562,3,-0.580518658,2
64,562,562,4,-0.371819025,2
64,562,562,5,1.344033077,2
64,562,562,6,2.87764573,2
64,562,562,7,4.441691573,2
65,170,170,1,-2.535362434,1
65,170,170,2,-3.153366241,1
65,170,170,3,-3.603364668,1
65,170,170,4,-3.392326385,1
65,170,170,5,-3.394277262,1
65,170,170,6,-3.201208619,1
65,170,170,7,-3.015994456,1
66,241,241,1,1.984900088,1
66,241,241,2,-0.385260912,1
66,241,241,3,-1.626258692,1
66,241,241,4,-2.390502082,1
66,241,241,5,-2.422505722,1
66,241,241,6,-1.840639772,1
66,241,241,7,-1.816789882,1
67,222,222,1,-2.019016364,1
67,222,222,2,-1.937093302,1
67,222,222,3,-2.144276959,1
67,222,222,4,-1.777238876,1
67,222,222,5,-2.277304983,1
67,222,222,6,-2.08162406,1
67,222,222,7,-1.870409538,1
68,233,233,1,-1.951414548,1
68,233,233,2,-2.13775788,1
68,233,233,3,-4.690526211,1
68,233,233,4,-4.998642912,1
68,233,233,5,-5.114289583,1
68,233,233,6,-4.104923744,1
68,233,233,7,-4.105316185,1
69,38,38,1,1.963249906,2
69,38,38,2,2.068453229,2
69,38,38,3,1.952952781,2
69,38,38,4,2.951265014,2
69,38,38,5,3.084745727,2
69,38,38,6,4.597045819,2
69,38,38,7,5.064197632,2
70,58,58,1,3.511023314,3
70,58,58,2,4.628535834,3
70,58,58,3,6.311451784,3
70,58,58,4,6.813388204,3
70,58,58,5,9.368944994,3
70,58,58,6,10.77539669,3
70,58,58,7,12.18159434,3
71,279,279,1,-0.636239777,2
71,279,279,2,-0.140617389,2
71,279,279,3,0.45964891,2
71,279,279,4,0.758568858,2
71,279,279,5,1.102803106,2
71,279,279,6,1.099973565,2
71,279,279,7,1.473420913,2
72,509,509,1,1.002681121,2
72,509,509,2,0.436425529,2
72,509,509,3,1.932935617,2
72,509,509,4,4.655604404,2
72,509,509,5,5.202794592,2
72,509,509,6,6.40552665,2
72,509,509,7,7.427584768,2
73,253,253,1,0.926785623,2
73,253,253,2,2.482696373,2
73,253,253,3,3.064501294,2
73,253,253,4,4.314983074,2
73,253,253,5,4.715883904,2
73,253,253,6,5.561245454,2
73,253,253,7,5.819279665,2
74,212,212,1,1.986893012,2
74,212,212,2,2.195989838,2
74,212,212,3,2.637515484,2
74,212,212,4,3.0250968,2
74,212,212,5,3.739526026,2
74,212,212,6,4.384954292,2
74,212,212,7,5.127743868,2
75,481,481,1,-0.845695296,2
75,481,481,2,-0.278774165,2
75,481,481,3,0.023255037,2
75,481,481,4,0.283995208,2
75,481,481,5,0.53051917,2
75,481,481,6,1.338573502,2
75,481,481,7,1.938252743,2
76,577,577,1,-3.858900512,1
76,577,577,2,-3.861954137,1
76,577,577,3,-3.180898243,1
76,577,577,4,-2.061266329,1
76,577,577,5,-2.153628414,1
76,577,577,6,-1.01730007,1
76,577,577,7,-0.590485105,1
77,26,26,1,-4.199472066,1
77,26,26,2,-3.148978504,1
77,26,26,3,-3.997388852,1
77,26,26,4,-3.836017421,1
77,26,26,5,-4.577673459,1
77,26,26,6,-2.234112157,1
77,26,26,7,-2.198940685,1
78,115,115,1,-0.97542076,1
78,115,115,2,-1.30405438,1
78,115,115,3,-2.6584472,1
78,115,115,4,-1.566493289,1
78,115,115,5,-0.614330769,1
78,115,115,6,0.140023671,1
78,115,115,7,0.896176351,1
79,497,497,1,6.224453447,3
79,497,497,2,7.786416774,3
79,497,497,3,6.66788521,3
79,497,497,4,7.529415937,3
79,497,497,5,8.936305233,3
79,497,497,6,9.12320175,3
79,497,497,7,11.92972638,3
80,539,539,1,0.12947604,1
80,539,539,2,-0.321736015,1
80,539,539,3,-1.461550671,1
80,539,539,4,-1.257682526,1
80,539,539,5,-1.314684452,1
80,539,539,6,-1.354488318,1
80,539,539,7,-1.206193843,1
81,394,394,1,1.065422399,2
81,394,394,2,2.434969541,2
81,394,394,3,3.124856313,2
81,394,394,4,2.748111434,2
81,394,394,5,4.558152016,2
81,394,394,6,5.870299818,2
81,394,394,7,7.76799715,2
82,338,338,1,-0.275033217,2
82,338,338,2,0.802275126,2
82,338,338,3,1.040115629,2
82,338,338,4,1.738605222,2
82,338,338,5,3.929822515,2
82,338,338,6,4.672156279,2
82,338,338,7,7.067263552,2
83,302,302,1,0.308110139,2
83,302,302,2,-0.110511336,2
83,302,302,3,0.7443891,2
83,302,302,4,1.892137736,2
83,302,302,5,1.295559891,2
83,302,302,6,2.276727527,2
83,302,302,7,2.168943403,2
84,157,157,1,1.53860669,3
84,157,157,2,2.418532201,3
84,157,157,3,3.607288612,3
84,157,157,4,6.437069853,3
84,157,157,5,7.137573674,3
84,157,157,6,7.889874445,3
84,157,157,7,8.433941076,3
85,585,585,1,3.426804542,3
85,585,585,2,5.224463753,3
85,585,585,3,7.010668203,3
85,585,585,4,7.861189053,3
85,585,585,5,9.775664774,3
85,585,585,6,11.41015321,3
85,585,585,7,12.82880892,3
86,127,127,1,-1.565490716,1
86,127,127,2,-1.592935005,1
86,127,127,3,-0.990415015,1
86,127,127,4,-1.205830555,1
86,127,127,5,-1.885841135,1
86,127,127,6,-1.561729684,1
86,127,127,7,-1.174220344,1
87,134,134,1,-3.981894843,1
87,134,134,2,-3.99346361,1
87,134,134,3,-3.263073907,1
87,134,134,4,-1.937118195,1
87,134,134,5,0.042248388,1
87,134,134,6,1.686897241,1
87,134,134,7,2.096113554,1
88,422,422,1,-2.476270803,1
88,422,422,2,-3.257538273,1
88,422,422,3,-3.887879913,1
88,422,422,4,-4.295491023,1
88,422,422,5,-5.313030253,1
88,422,422,6,-5.946754053,1
88,422,422,7,-6.647208943,1
89,99,99,1,0.32921072,2
89,99,99,2,-0.136774202,2
89,99,99,3,1.570643925,2
89,99,99,4,2.711942632,2
89,99,99,5,3.347944899,2
89,99,99,6,4.875483977,2
89,99,99,7,6.379736234,2
90,498,498,1,-1.140205269,2
90,498,498,2,-0.812332527,2
90,498,498,3,-0.991681585,2
90,498,498,4,-0.305433753,2
90,498,498,5,-0.026089101,2
90,498,498,6,0.754309512,2
90,498,498,7,1.223249994,2
91,124,124,1,1.497760303,3
91,124,124,2,2.290759779,3
91,124,124,3,2.776531895,3
91,124,124,4,5.58969948,3
91,124,124,5,6.538172736,3
91,124,124,6,7.961240012,3
91,124,124,7,8.901990838,3
92,86,86,1,0.872702806,2
92,86,86,2,1.251879312,2
92,86,86,3,0.611847008,2
92,86,86,4,1.138415854,2
92,86,86,5,1.67484827,2
92,86,86,6,2.355700276,2
92,86,86,7,2.789413132,2
93,415,415,1,2.577914736,3
93,415,415,2,5.505223188,3
93,415,415,3,5.62307166,3
93,415,415,4,6.068986463,3
93,415,415,5,6.940182505,3
93,415,415,6,9.017669537,3
93,415,415,7,10.3107711,3
94,320,320,1,-0.83419838,2
94,320,320,2,-0.241506747,2
94,320,320,3,1.083573947,2
94,320,320,4,2.042373451,2
94,320,320,5,2.748755155,2
94,320,320,6,3.551701379,2
94,320,320,7,4.489224333,2
95,150,150,1,1.067229662,2
95,150,150,2,1.356300466,2
95,150,150,3,0.884027791,2
95,150,150,4,0.186022985,2
95,150,150,5,0.66987428,2
95,150,150,6,1.152338885,2
95,150,150,7,1.384016039,2
96,482,482,1,-3.808638673,1
96,482,482,2,-3.943538725,1
96,482,482,3,-4.206909777,1
96,482,482,4,-4.89647542,1
96,482,482,5,-5.700321312,1
96,482,482,6,-4.956115454,1
96,482,482,7,-4.665320346,1
97,333,333,1,-0.508943871,2
97,333,333,2,-0.602952499,2
97,333,333,3,-0.213218107,2
97,333,333,4,0.537440696,2
97,333,333,5,0.994089508,2
97,333,333,6,1.27415895,2
97,333,333,7,1.709639832,2
98,339,339,1,0.011218741,1
98,339,339,2,-3.849616217,1
98,339,339,3,-1.800479314,1
98,339,339,4,-2.225309342,1
98,339,339,5,-1.926462079,1
98,339,339,6,-1.551364877,1
98,339,339,7,-1.431750424,1
99,561,561,1,-0.102349522,2
