Location,Year,Predicted_Value,Lower_CI_95,Upper_CI_95
Macedonia,2020,25.531125430686586,23.786739077452445,27.275511783920727
Macedonia,2021,26.005445418866714,24.178767911606894,27.832122926126534
Madagascar,2019,7.75555555555508,7.502020027981721,8.009091083128439
Madagascar,2020,7.911111111110163,7.5525577294725,8.269664492747825
Madagascar,2021,8.066666666665245,7.627530251384407,8.505803081946084
Malawi,2019,10.398585576159629,10.060392066997565,10.736779085321693
Malawi,2020,10.679430229274253,10.150419769965115,11.20844068858339
Malawi,2021,11.213568780151647,10.343875526665766,12.083262033637528
Malaysia,2019,9.785910888336108,9.122784965652297,10.44903681101992
Malaysia,2020,9.671821776672216,8.453138036288388,10.890505517056043
Malaysia,2021,9.557732665008324,7.715281855413535,11.400183474603113
Maldives,2019,23.08888888888862,22.686130253127764,23.491647524649473
Maldives,2020,23.777777777777242,23.20819105272136,24.347364502833123
Maldives,2021,24.466666666665866,23.769068246340943,25.16426508699079
Mali,2019,10.7,10.194678751994832,11.205321248005166
Mali,2020,11,9.870067338985416,12.129932661014584
Mali,2021,11.3,9.40926101970764,13.19073898029236
Malta,2019,20.810526315789474,17.575500527766618,24.04555210381233
Malta,2020,20.810526315789474,17.575500527766618,24.04555210381233
Malta,2021,20.810526315789474,17.575500527766618,24.04555210381233
Marshall Islands,2019,8.222222222222223,7.882365805798573,8.562078638645874
Marshall Islands,2020,8.344444444444449,7.863814891078604,8.825073997810293
Marshall Islands,2021,8.466666666666672,7.878018086142624,9.05531524719072
Mauritania,2019,11.508734534225237,10.820532560269529,12.196936508180945
Mauritania,2020,12.017469068450474,10.876379421237075,13.158558715663872
Mauritania,2021,12.52620360267571,10.918734550896113,14.133672654455308
Mauritius,2019,16.949999999997083,16.632859328958446,17.26714067103572
Mauritius,2020,17.29999999999416,16.85149536183122,17.7485046381571
Mauritius,2021,17.649999999991238,17.10069624460583,18.199303755376643
Mexico,2019,7.050000000001433,6.583007383954101,7.516992616048766
Mexico,2020,6.900000000002867,6.2395727088606385,7.560427291145096
Mexico,2021,6.750000000004301,5.941145062250816,7.558854937757785
Moldova,2019,14.936478781403904,14.509374145908449,15.36358341689936
Moldova,2020,15.313307014927137,14.590673514719008,16.035940515135266
Moldova,2021,15.664504784767322,14.501663172033856,16.827346397500786
Monaco,2019,18.8,15.803957534616297,21.796042465383703
Monaco,2020,18.8,14.562956112008642,23.03704388799136
Monaco,2021,18.8,13.610702228321507,23.989297771678494
Mongolia,2019,26.45452914402192,25.05357523429653,27.855483053747307
Mongolia,2020,26.809058288043836,24.506315113743973,29.1118014623437
Mongolia,2021,27.163587432065754,23.941191320608787,30.38598354352272
Montenegro,2019,30.58333333333333,30.031964088999658,31.134702577667
Montenegro,2020,31.166666666666657,30.386912803454575,31.94642052987874
Montenegro,2021,31.74999999999999,30.795000455083215,32.70499954491677
Morocco,2019,15.100000000000001,14.587993581431633,15.61200641856837
Morocco,2020,15.300000000000002,14.15511884316492,16.444881156835084
Morocco,2021,15.500000000000004,13.584247401888,17.415752598112007
Mozambique,2019,7.755375237914235,7.45968149631617,8.0510689795123
Mozambique,2020,8.01075047582847,7.530641671997371,8.490859279659569
Mozambique,2021,8.266125713742705,7.600664688176856,8.931586739308553
Myanmar,2019,10.955958530519155,10.313059492709883,11.598857568328427
Myanmar,2020,11.268980500284986,10.059211839162103,12.478749161407869
Myanmar,2021,11.582002470050817,9.996517921386271,13.167487018715363
Namibia,2019,11.072222222221905,10.471657939886121,11.672786504557688
Namibia,2020,11.344444444443809,10.49511829128768,12.193770597599938
Namibia,2021,11.616666666665715,10.576458816449,12.65687451688243
Nauru,2019,10.820147481135598,10.476997423706832,11.163297538564363
Nauru,2020,11.092176904860432,10.444865717349707,11.739488092371158
Nauru,2021,11.383477206568736,10.34688885910886,12.420065554028612
Nepal,2019,18.53333333333356,17.755119556210417,19.3115471104567
Nepal,2020,18.966666666667113,17.86610618863397,20.067227144700254
Nepal,2021,19.400000000000666,18.052094198873302,20.74790580112803
Netherlands,2019,9.7220389585924,9.08792643292992,10.356151484254879
Netherlands,2020,9.74149125462657,8.895707859652322,10.587274649600818
Netherlands,2021,9.758660478817204,8.779178773413571,10.738142184220836
New Zealand,2019,27.7,21.754946712885204,33.64505328711479
New Zealand,2020,27.7,19.292425012331506,36.10757498766849
New Zealand,2021,27.7,17.40286565301281,37.99713434698719
Nicaragua,2019,5.783333333333049,5.578863432951778,5.98780323371432
Nicaragua,2020,5.866666666666099,5.577502560449829,6.155830772882369
Nicaragua,2021,5.949999999999148,5.595847743920239,6.304152256078058
Niger,2019,8.544760913746494,7.973872302408836,9.115649525084152
Niger,2020,8.889521827492988,7.99010658675539,9.788937068230586
Niger,2021,9.234282741239483,8.017771111022158,10.450794371456807
Nigeria,2019,15.044444444444446,14.079042088592905,16.00984680029599
Nigeria,2020,15.488888888888892,14.123603784096705,16.85417399368108
Nigeria,2021,15.933333333333337,14.261207403251777,17.605459263414897
Niue,2019,17.9,14.918955770762668,20.88104422923733
Niue,2020,17.9,13.684166820978515,22.115833179021482
Niue,2021,17.9,12.736679935350939,23.06332006464906
North Africa and Middle East,2019,18.015789473684208,9.085753635928306,26.94582531144011
North Africa and Middle East,2020,18.015789473684208,9.085753635928306,26.94582531144011
North Africa and Middle East,2021,18.015789473684208,9.085753635928306,26.94582531144011
North Korea,2019,10.830179198501453,10.367144737266416,11.29321365973649
North Korea,2020,10.768628184280155,10.151359187530382,11.385897181029929
North Korea,2021,10.714367458674634,9.999868607077117,11.42886631027215
Northern Mariana Islands,2019,17.773684210526312,14.96224424934471,20.585124171707914
Northern Mariana Islands,2020,17.773684210526312,14.96224424934471,20.585124171707914
Northern Mariana Islands,2021,17.773684210526312,14.96224424934471,20.585124171707914
Norway,2019,13.002839653135965,11.974119203714103,14.031560102557826
Norway,2020,13.337682025561612,11.630243172479812,15.045120878643413
Norway,2021,13.603254678102159,11.582475969748112,15.624033386456206
Oman,2019,18.713696120264213,16.4593492172569,20.968043023271527
Oman,2020,18.713696120264213,16.19578107262204,21.231611167906387
Oman,2021,18.713696120264213,15.957301298184637,21.47009094234379
Pakistan,2019,21.916666666666256,21.30326034521473,22.53007298811778
Pakistan,2020,22.433333333332513,21.565845794290375,23.30082087237465
Pakistan,2021,22.949999999998774,21.887549085560806,24.01245091443674
Palau,2019,19.9,16.53586063595548,23.264139364044517
Palau,2020,19.9,15.142388485655044,24.657611514344953
Palau,2021,19.9,14.073139697732444,25.726860302267553
Palestine,2019,15.024681870804116,13.923023750940441,16.12633999066779
Palestine,2020,15.317211666399345,14.025041200449163,16.609382132349527
Palestine,2021,15.583484389097581,14.04211260434669,17.124856173848475
Panama,2019,5.677777777777463,5.481132147884735,5.87442340767019
Panama,2020,5.755555555554925,5.477456638779229,6.033654472330621
Panama,2021,5.833333333332388,5.492733111271798,6.173933555392978
Papua New Guinea,2019,9.538888888888792,9.277310484947463,9.80046729283012
Papua New Guinea,2020,9.777777777777583,9.407850051299848,10.147705504255319
Papua New Guinea,2021,10.016666666666374,9.563599580877217,10.469733752455532
Paraguay,2019,18.388888888887216,17.42426638839405,19.353511389380383
Paraguay,2020,18.97777777777443,17.613595555006746,20.341960000542116
Paraguay,2021,19.566666666661646,17.895891485683347,21.237441847639946
Peru,2019,9.600000000000005,9.222673323213428,9.977326676786582
Peru,2020,9.600000000000009,8.75627190098113,10.443728099018887
Peru,2021,9.600000000000012,8.18817285257465,11.011827147425373
Philippines,2019,5.029203510272391,4.8421143333971965,5.216292687147586
Philippines,2020,4.982595211888361,4.683713379780319,5.281477043996403
Philippines,2021,4.986844824876549,4.530368512915618,5.44332113683748
Poland,2019,22.99873827580337,20.982492599535465,25.014983952071272
Poland,2020,22.51302373427354,19.90759774739999,25.118449721147087
Poland,2021,22.98605463504712,19.69743263608048,26.274676634013762
Portugal,2019,19.4,16.144498607620385,22.655501392379612
Portugal,2020,19.4,14.796025778572258,24.00397422142774
Portugal,2021,19.4,13.761306184287287,25.038693815712712
Puerto Rico,2019,17.652244325571523,14.239215666108688,21.06527298503436
Puerto Rico,2020,17.611576189481386,13.128668224356225,22.094484154606548
Puerto Rico,2021,17.57694371254876,12.45612871711048,22.69775870798704
Qatar,2019,18.951674208009358,17.16471618120252,20.738632234816194
Qatar,2020,19.20222518647783,17.168767323961198,21.23568304899446
Qatar,2021,19.087738883392202,16.650521325432848,21.524956441351556
Romania,2019,28.999999999999993,28.14827562502094,29.851724374979046
Romania,2020,29.099999999999987,27.195486399453305,31.00451360054667
Romania,2021,29.19999999999998,26.013139200864195,32.38686079913577
Russia,2019,13.211111111111574,12.058637125172043,14.363585097051105
Russia,2020,13.622222222223147,11.992377881025282,15.252066563421012
Russia,2021,14.033333333334719,12.03718983528603,16.029476831383406
Rwanda,2019,15.3501267059187,14.851995466215259,15.848257945622143
Rwanda,2020,15.900253411837403,15.064646183469323,16.735860640205484
Rwanda,2021,16.450380117756104,15.262941233276358,17.63781900223585
Saint Kitts and Nevis,2019,18.8,16.65046929377565,20.94953070622435
Saint Kitts and Nevis,2020,18.8,15.760104522520106,21.839895477479896
Saint Kitts and Nevis,2021,18.8,15.076903604390015,22.523096395609986
Saint Lucia,2019,9.444444444443988,9.062824685793444,9.826064203094532
Saint Lucia,2020,9.588888888887974,9.049197050534827,10.12858072724112
Saint Lucia,2021,9.73333333333196,9.072348522177045,10.394318144486874
Saint Vincent and the Grenadines,2019,9.672222222222237,9.373027861488374,9.971416582956099
Saint Vincent and the Grenadines,2020,9.844444444444473,9.421319721709096,10.26756916717985
Saint Vincent and the Grenadines,2021,10.01666666666671,9.498446832537569,10.534886500795851
Samoa,2019,10.138888888888138,9.626284747166848,10.651493030609428
Samoa,2020,10.277777777776276,9.552846048425407,11.002709507127145
Samoa,2021,10.416666666664414,9.528810249032901,11.304523084295926
San Marino,2019,18.370724598215045,15.767818335584973,20.973630860845116
San Marino,2020,18.866847136079162,16.199465070532476,21.53422920162585
San Marino,2021,19.00464026559736,16.250422804714297,21.75885772648042
Sao Tome and Principe,2019,12.844388850438943,12.43982430117935,13.248953399698536
Sao Tome and Principe,2020,13.051570340264572,12.384430773773513,13.718709906755631
Sao Tome and Principe,2021,13.422134970564752,12.342916064207476,14.501353876922028
Saudi Arabia,2019,12.400000000000006,9.750307617747833,15.049692382252179
Saudi Arabia,2020,7.6000000000000085,1.6751077138207942,13.524892286179224
Saudi Arabia,2021,2.8000000000000114,-7.114241074732469,12.714241074732492
Senegal,2019,10.834870931346126,10.237796132651589,11.431945730040663
Senegal,2020,11.269741862692252,10.174753088153214,12.36473063723129
Senegal,2021,11.704612794038377,10.05133207255023,13.357893515526525
Serbia,2019,23.216666666666665,22.800850417401794,23.632482915931536
Serbia,2020,23.73333333333333,23.14528035416784,24.32138631249882
Serbia,2021,24.25,23.52978512966052,24.97021487033948
Seychelles,2019,17.5,13.904646563756256,21.095353436243744
Seychelles,2020,17.5,12.415402408939384,22.584597591060614
Seychelles,2021,17.5,11.272665177258483,23.72733482274152
Sierra Leone,2019,7.181856095780136,6.967303597076307,7.396408594483964
Sierra Leone,2020,7.463712191560271,7.105466439452476,7.821957943668066
Sierra Leone,2021,7.745568287340406,7.238234231033446,8.252902343647367
Singapore,2019,14.4,12.269925935768237,16.530074064231762
Singapore,2020,14.4,11.387620369504262,17.41237963049574
Singapore,2021,14.4,10.710603496865854,18.089396503134147
Slovakia,2019,22.32443049305832,19.97750572256662,24.67135526355002
Slovakia,2020,22.068351275218806,19.499622107876604,24.637080442561007
Slovakia,2021,21.954417918745943,19.344016429516262,24.564819407975623
Slovenia,2019,14.6,12.791803965704178,16.408196034295823
Slovenia,2020,14.6,12.0428246448696,17.1571753551304
Slovenia,2021,14.6,11.468112598555079,17.731887401444922
Solomon Islands,2019,6.699999999999992,6.4147745955141025,6.985225404485882
Solomon Islands,2020,6.799999999999985,6.396630364642687,7.203369635357283
Solomon Islands,2021,6.899999999999978,6.405975107821033,7.394024892178924
Somalia,2019,6.095890941727425,5.852311090886061,6.339470792568789
Somalia,2020,6.291781883454849,5.890874736302161,6.6926890306075375
Somalia,2021,6.4876728251822735,5.92607673415999,7.049268916204557
South Africa,2019,18.349999999996427,17.321077936848503,19.37892206314435
South Africa,2020,18.799999999992856,17.344884463664155,20.255115536321558
South Africa,2021,19.249999999989285,17.467854709588487,21.032145290390083
South Asia,2019,10.899999999999999,5.272327849560371,16.527672150439628
South Asia,2020,10.899999999999999,5.272327849560371,16.527672150439628
South Asia,2021,10.899999999999999,5.272327849560371,16.527672150439628
South Korea,2019,26.069023875335045,22.836177785467715,29.301869965202375
South Korea,2020,26.672994121473597,20.68928661709939,32.6567016258478
South Korea,2021,27.17300527305103,17.601489579150005,36.74452096695205
South Sudan,2019,6.699583924542489,6.506836733370093,6.892331115714885
South Sudan,2020,6.899167849084979,6.562641186101828,7.235694512068129
South Sudan,2021,7.098751773627468,6.606703393057804,7.590800154197132
"Southeast Asia, East Asia, and Oceania",2019,9,7.916583750047632,10.083416249952368
"Southeast Asia, East Asia, and Oceania",2020,9,7.4678180456219625,10.532181954378038
"Southeast Asia, East Asia, and Oceania",2021,9,7.123468009336757,10.876531990663244
Spain,2019,26.9,24.78397196903709,29.016028030962907
Spain,2020,26.9,23.907484460250615,29.892515539749382
Spain,2021,26.9,23.23493194013231,30.565068059867688
Sri Lanka,2019,14.219812674589825,12.879247288635671,15.560378060543979
Sri Lanka,2020,13.839625349179652,11.332769790434646,16.346480907924658
Sri Lanka,2021,13.45943802376948,9.629114210957246,17.289761836581715
Sub-Saharan Africa,2019,8.257894736842356,4.357442864272116,12.158346609412597
Sub-Saharan Africa,2020,8.257894736842356,4.357442864272116,12.158346609412597
Sub-Saharan Africa,2021,8.257894736842356,4.357442864272116,12.158346609412597
Sudan,2019,12.633333333333402,11.45927462234776,13.807392044319045
Sudan,2020,12.966666666666804,11.306296914568636,14.627036418764972
Sudan,2021,13.300000000000207,11.26647066150425,15.333529338496163
Suriname,2019,11.038888888888373,10.607692363285693,11.470085414491052
Suriname,2020,11.277777777776743,10.667973803221274,11.887581752332212
Suriname,2021,11.516666666665113,10.769812376274096,12.26352095705613
Swaziland,2019,10.613757898137873,10.104059339157164,11.123456457118582
Swaziland,2020,10.982664307215636,10.283049985993598,11.682278628437674
Swaziland,2021,11.351570716293399,10.358296027792035,12.344845404794762
Sweden,2019,10.588888888889894,9.58521292579139,11.592564851988397
Sweden,2020,10.377777777779789,8.958365618538007,11.797189937021571
Sweden,2021,10.166666666669682,8.428248904247448,11.905084429091916
Switzerland,2019,11.4,10.62420786211531,12.17579213788469
Switzerland,2020,11.4,10.302864237021055,12.497135762978946
Switzerland,2021,11.4,10.05628860107124,12.743711398928761
Syria,2019,25.33341093633228,24.783221545099792,25.88360032756477
Syria,2020,25.87294375295763,25.294944696156556,26.450942809758708
Syria,2021,26.611743228549493,25.891287344335435,27.33219911276355
Taiwan,2019,17.3775252434913,14.346376276767725,20.408674210214873
Taiwan,2020,18.356509412150857,14.617866362875978,22.095152461425737
Taiwan,2021,18.356509412150857,14.617866362875978,22.095152461425737
Tajikistan,2019,23.6666666666666,22.71593179718519,24.617401536148012
Tajikistan,2020,24.333333333333197,22.98879118669157,25.677875479974823
Tajikistan,2021,24.999999999999794,23.353278901530626,26.646721098468962
Tanzania,2019,25.874111049649574,25.006564486392758,26.74165761290639
Tanzania,2020,26.788167659828172,25.27520546944487,28.301129850211474
Tanzania,2021,27.702224270006766,25.746342847312597,29.658105692700936
Thailand,2019,11.982218267993597,11.138990632188525,12.825445903798668
Thailand,2020,11.564436535987193,10.029489020947132,13.099384051027254
Thailand,2021,11.14665480398079,8.839889212705971,13.453420395255607
The Bahamas,2019,18.759801432044053,16.650133596238142,20.869469267849965
The Bahamas,2020,18.759801432044053,16.46289806031308,21.056704803775027
The Bahamas,2021,18.759801432044053,16.28981523355949,21.229787630528616
The Gambia,2019,7.902312624497009,7.647000091002857,8.157625157991161
The Gambia,2020,8.106122360786102,7.7715057528452505,8.440738968726954
The Gambia,2021,8.309932097075196,7.819251494369136,8.800612699781254
Timor-Leste,2019,9.349999999999907,8.77463260523735,9.925367394762464
Timor-Leste,2020,9.599999999999815,8.786307626979331,10.413692373020298
Timor-Leste,2021,9.849999999999724,8.853434439252435,10.846565560747013
Togo,2019,10.400000000000002,9.951539072087733,10.84846092791227
Togo,2020,10.500000000000004,9.497210879935537,11.50278912006447
Togo,2021,10.600000000000005,8.922012856397565,12.277987143602445
Tokelau,2019,20.1,17.14411796133091,23.055882038669093
Tokelau,2020,20.1,15.91975153213914,24.280248467860865
Tokelau,2021,20.1,14.980262127844863,25.21973787215514
Tonga,2019,9.771224657775239,9.50797892035346,10.034470395197017
Tonga,2020,10.042449315550478,9.615980850571649,10.468917780529306
Tonga,2021,10.313673973325717,9.723606644029951,10.903741302621482
Trinidad and Tobago,2019,18.717807561041795,16.48981559473913,20.94579952734446
Trinidad and Tobago,2020,18.961259328369835,16.59100868597253,21.33150997076714
Trinidad and Tobago,2021,18.806183620496853,15.881840307591332,21.730526933402373
Tunisia,2019,38.122311470628254,36.32933901783946,39.91528392341705
Tunisia,2020,37.92772505977568,34.58866413827939,41.26678598127197
Tunisia,2021,37.93845921081394,32.24615217124268,43.6307662503852
Turkey,2019,35.90000000000002,33.882632373538634,37.917367626461406
Turkey,2020,35.10000000000003,30.589028851624967,39.61097114837509
Turkey,2021,34.30000000000004,26.751701518612183,41.84829848138789
Turkmenistan,2019,14.683333333333957,14.016971141086566,15.349695525581348
Turkmenistan,2020,15.066666666667913,14.124288216938986,16.00904511639684
Turkmenistan,2021,15.45000000000187,14.29582682678641,16.60417317321733
Tuvalu,2019,11.266666666666495,10.94424875246118,11.58908458087181
Tuvalu,2020,11.53333333333299,11.077365546311787,11.989301120354193
Tuvalu,2021,11.799999999999486,11.241555791325494,12.358444208673477
Uganda,2019,11.367831996266215,11.06682414441763,11.6688398481148
Uganda,2020,11.73566399253243,11.229289706988656,12.242038278076205
Uganda,2021,12.103495988798645,11.382399791315287,12.824592186282004
Ukraine,2019,13.410565978598736,12.209536422817472,14.611595534380001
Ukraine,2020,13.395997432472138,11.594846790460487,15.197148074483788
Ukraine,2021,13.105977713495083,10.69743555599492,15.514519870995246
United Arab Emirates,2019,33.97893787272821,31.53656953721613,36.42130620824029
United Arab Emirates,2020,35.00814693221552,30.741709591563584,39.27458427286745
United Arab Emirates,2021,36.14554664543679,30.3282058896681,41.96288740120548
United Kingdom,2019,18,16.58135893770975,19.41864106229025
United Kingdom,2020,18,15.993738569569755,20.006261430430243
United Kingdom,2021,18,15.542841602409805,20.457158397590195
United States,2019,24,21.15821094491075,26.84178905508925
United States,2020,24,19.981103376889358,28.018896623110642
United States,2021,24,19.077876972192264,28.922123027807736
Uruguay,2019,18.272222222225174,16.617572428402166,19.926872016048183
Uruguay,2020,18.844444444450353,16.504416265048008,21.1844726238527
Uruguay,2021,19.416666666675532,16.550729155040713,22.28260417831035
Uzbekistan,2019,12.916666666666774,12.16730190889306,13.666031424440488
Uzbekistan,2020,13.13333333333355,12.073571529725534,14.193095136941565
Uzbekistan,2021,13.350000000000325,12.052062166134707,14.647937833865942
Vanuatu,2019,9.411111111110921,9.056081386261972,9.76614083595987
Vanuatu,2020,9.622222222221843,9.120134370294872,10.124310074148815
Vanuatu,2021,9.833333333332764,9.218403811697186,10.448262854968341
Venezuela,2019,14.200000000000003,12.80676164789045,15.593238352109555
Venezuela,2020,12.800000000000004,9.684624335823258,15.91537566417675
Venezuela,2021,11.400000000000006,6.186979428292547,16.613020571707466
Vietnam,2019,31.10000000000001,29.91063974629816,32.28936025370186
Vietnam,2020,32.20000000000002,29.54050962298629,34.85949037701375
Vietnam,2021,33.300000000000026,28.849821421201174,37.75017857879888
"Virgin Islands, U.S.",2019,18.920006892457376,16.206543639509658,21.633470145405095
"Virgin Islands, U.S.",2020,19.076799173000126,16.112271173715534,22.041327172284717
"Virgin Islands, U.S.",2021,18.98899765726441,15.38762507408113,22.59037024044769
Yemen,2019,16.83333333333264,15.702406770760364,17.964259895904917
Yemen,2020,17.266666666665273,15.667294983827576,18.866038349502972
Yemen,2021,17.699999999997914,15.74117773399351,19.658822266002318
Zambia,2019,11.67777777777708,11.02406931894859,12.331486236605572
Zambia,2020,12.055555555554161,11.131072187240894,12.980038923867427
Zambia,2021,12.433333333331241,11.301077069302746,13.565589597359736
Zimbabwe,2019,10.701773926053946,10.325341331061018,11.078206521046873
Zimbabwe,2020,11.3089332563383,10.83484705317546,11.783019459501139
Zimbabwe,2021,11.916092586622653,11.2262740296305,12.605911143614806
